Review
✅ Trip Verified |   The airline had us wait on the plane for 4 hours in an un-aironditioned cabin. The pilot said the reason for delay in take off was that they had to check off a lot of things manuals since their electronic diagnostic instruments were malfunctioning. I wish we could have waited in the terminal rather than the cramped hot plane. After the 4 hour delay the weather turned bad and we never did take off and they had us wait in the terminal for another 4 hours. After the weather cleared they were unable to find pilots. The Airline cited bad weather as the only reason our flight was canceled and refused to compensate anyone or provide loggings for those stranded on connecting flights. And they lost our bags. Well they did reimburse the cost of the ticket from Baltimore to Portland they would not compensate those who were stranded via connecting flights and needed to book hotels. They provided no more than an automated apology message for having us wait 8 hours only to cancel. The worst part was defiantly the saying that weather was the only factor that lead to the cancel. It was manipulative and a clear attempt to alter facts so they were not legally required to provide refunds.
"Not Verified |  First time flying with Southwest and NEVER AGAIN. Terrible service, flight was packed, plane was late. Please save yourself a lot of money and headache and use a different carrier. Spirit was better because at least then I knew what I was paying for."
"✅ Trip Verified |  I made a mistake and booked my flight for the wrong morning. It was off by one day. Southwest cancelled my entire round trip per their policy. I called customer service and they rebooked me for the exact same return flight and the correct departure. Southwest refused to refund my return flight from the original booking that they cancelled “per policy”, even though I was actually on the flight.  If they ever cancel the whole trip because you happen to miss the first one, you will be out all of that money. If I would have booked two individual trips, they would not have cancelled the return. This is a terrible policy and just unfair. I have been a long time Southwest flyer, but now I will be seeking any other flights possible. Please be aware of this unfair policy!"
"Not Verified |  Went to the Front Desk and they obviously couldn't care less about your baggage and instead caring about joking around instead. That was the first issue, then as we're about to Board me and my passenger get pulled aside because we weren't gonna make the connecting flight. THEY SHOULD'VE TOLD US BEFORE WE GET BOARDED. In turn had to go the receptionist who slipped up and said that the people at the front are known to mess the process up via a company email. Now we have to wait even longer at the Airport due to the lack of communication on Southwest's part. I will not fly Southwest again especially at DCA , which is very disappointing because I flown with them for over a Decade."
"Not Verified |   Flight delayed for over three and a half hours, but once boarded, the airline still kept the plane load full of people waiting while they awaited the arrival of a Southwest employee who apparently needed to get to Boston for the next day. On arrival no gate was available so we were kept waiting again! Several hours wasted unnecessarily. Never flying this airline again."
✅ Trip Verified |   Chaos. The direct flight was canceled on July 10. They rebook me for the next day. The new flight is being delayed. No reasons given for cancelation or delays. Very frustrating and exhausting experience. Will stay away.
"✅ Trip Verified | Southwest Airlines has cancelled two of my last four flights with them. The first was a family trip in December 2023 and the most recent was today, July 9, 2025. Ironically, I used the flight credit from the December 2023 flight toward the purchase of today's flight. I was auto re-booked from flight 448 leaving PIT at 6:05 am to flight 568 leaving PIT at 5:50 pm, a 12-hour difference. The impact is more than the inconvenience of rescheduling parking, rental car, and hotel, as well as the cancellation of dinner reservations. The impact is what several business partners needed to hurdle to gather together around my trip, only to cause several rescheduled plans on their end - some involving their kids' activities. I have no confidence in Southwest Airlines."
"✅ Trip Verified |   The particular flight is not so important as the general experience with SWA of late. My recent flight was delayed which meant I'd miss the connection and I was charged several hundred dollars to board a new flight to get home. When I did speak to an agent about the exorbitant charge, she yelled at me! But usually one can't even reach customer service via phone (I was on hold >20 min today and finally had to hang up), flights have been delayed or cancelled more frequently, I can no long change one portion of my flight, of course the 2 bags for free policy went by the wayside, to change a flight requires an increase in price by hundreds of dollars when one use to be able to change for free or even get money back for a cheaper flight!. The wifi usually doesn't work even though it is offered for free to A List members, and I'm an ""A List Member"" which means zero. They simply don't care about the customer, whether A List or not. This new SWA is a train wreck and not sure if they have a new CEO or what? So remind me again why I spend every dollar on my Southwest Visa Card? I've no idea and plan to get a new Visa like cash back."
"✅ Trip Verified |   Proceed with caution with Southwest Airlines. MSY airport Flight #3678 On May 18th, 2025 approximately 10am, I was boarding Southwest Airlines to return home to Nashville from New Orleans. I was denied pre-boarding due to not meeting the 2 questionnaire qualifications. 1. Do you need assistance to board the aircraft? for example, wheelchair assistance, the use of a cane or other mobility device, etc. – the question was subjective. Could I use a wheelchair?  Yes, I could use a wheelchair. Could I use a cane? Yes, I could use a cane. I was clearly walking slowly with a limp and was experiencing a great deal of pain but I wanted to push through with whatever energy I had that day to return home. Matter of fact, my significant other was walking me to my seat to ensure I was safe. Does that not count as a ""cane"". Do you have a specific seating need in order to accommodate your disability?  I answered yes. Because I do not fly often, my family wanted to ensure I wasn't overworking myself trying to get home. I do not fly often and did not know that pre-boarding was an option for my condition. Quite frankly the whole ordeal was embarrassing, and I didn’t want to cause a scene, but my family insisted on getting an explanation and was concerned for my wellbeing. Upon asking for more clarification to explain to my family why I was denied pre-boarding, Southwest Airlines customer service (manager) rudely responded that what he answered was clear, when I was in fact did not understand and the manager made no attempt to deescalate the situation. The level of customer service presented that day was not because of my doing to deserve to be treated less than a human/person. Shame on you for subjecting someone to this level of embarrassment and falsifying the event that took place. I would also like to note that your staff allowed outside factors to determine my disability. When I reported the situation to through Southwest Airlines website, they provided a false narrative of the event. The negativity that they were receiving/experiencing was from the family. Not with me the handicap person.  I was experiencing a lot of pain standing and was on the verge of tears and had to end the conversation with no clarification for me to tell my family who were upset over the situation. It is now been 10 years since my horrific accident and I am now able to travel and this is the treatment that is given to people with disability? I have a total knee replacement, an ankle fusion, and both of my arms are also broken. Never in my life have I ever been asked these questions or was comfortable understanding to answer the questions with a room full of strangers. Since my disability I have made accommodation to ensure I would not get trampled by a group of people/strangers and I have made arrangements to arrive to the MSY Airport at a reasonable time for my condition. When I was at the BNA airport I was approved for pre-boarding. That day I was wearing shorts with scars up and down my left leg and was exhibiting limited mobility. When I was at the New Orleans airport I was wearing leggings that covered my scares and was exhibiting limited mobility. A Southwest Airline staff from the MSY Airport who scans boarding passes saw how much I was struggling and hand gestured me to come speak with her. She allowed me to the front of the line."
"Not Verified |    During check-in we had no issues, despite a major outage the day before. The 2 bags fly free policy, though now no longer in place, was really helpful for us at that time. The seat on the -800 had ample legroom, recline, a large pocket, and a usb/usbc outlet near the top of the seat, amenities that are not often seen on LCCs. During the flight, personal in-flight entertainment was available via the website, which featured a flight tracker, decent selection of movies, tv shows, and music, live tv, and free sms texting. In addition, a wide range of drinks was available for free, but a lack of food with only 2 snacks available for free and no paid options. Overall a pretty great LCC experience, with the only downside being the lack of food options onboard."
"✅ Trip Verified |   I used to fly Southwest over 100 flights a year over five years ago. I stopped because I saw the deterioration of the airline it’s employees and the way they treat people. I vowed never to go on Southwest again a beam that I traveled with them for 16 years. I gave them another try - this airline has now done nothing but try to make money by reducing the service for treatment and everything that set them apart. The little bags of peanuts have now become pretzels, smaller cups they used to be plastic have now become paper a lot smaller. The armrest on the seats have become thinner. The cushions have become thinner. The seats have become narrow. The gate service is almost nonexistent of how rude they become. They now charge for bags to name a few. One is better off flying to DFW and flying on one of the other airlines you get much better service much better snacks and if you’re gonna pay for luggage and everything else to Southwest is charging you you might as well do it with a much better airline. I will never fly them again."
"Not Verified |   Southwest is like any other airline. They're vague about what they say on their website and what they actually do; their employees are trained to repeat things over and over again without reaching a solution. They've abandoned all their competitive advantages. They've switched to assigned seats, baggage charges, and all the other additional fees."
"✅ Trip Verified | I wanted to do a special shout out to Marie at Houston Hobby. I had a lost phone on the plane and did not realize it until I had left the airport. When I returned to ask after my lost phone, I was met with helpful attitudes and smiles, which I really appreciated. Finally, I met Marie, who not only spent quite a bit of time trying to track my phone, but went the extra mile and walked all the way to the gate where she had learned a phone had been reported. So thank you so much, Marie at HOU! And thanks to all the Southwest crew and employees who are always so bright and helpful every time I fly with Southwest!"
Not Verified |  If you change any part or leg of your reservation you have to pay fees for all legs of the reservation. Apparently they changed their policy and made it retrospective even if you bought your ticket before the policy change (if you make any changes to any part of your reservation) You will be paying $35 for every bag. The customer service agent at MCO acted like he worked for TSA w wanna be a cop syndrome.. I'm Only flying DELTA from now on. Southwest officially sucks.
Not Verified |   First time flying Southwest. Problem. No seat assignments is a very major problem for families flying together. Airline micro snack is disgrace. It’s a laugh at the passengers. It’s like feeding snacks to your dog for doing good job. Not a single check in bags were free. Which I can understand everyone wants to make money. Overall poor service. Sorry Southwest air.
"✅ Trip Verified |   I booked my Southwest flight through Navan and tried to add EarlyBird Check-In afterward. Both the Southwest app and website showed that EarlyBird was successfully purchased and added to my reservation. Based on this information from Southwest's own systems, I assumed everything was in order and that I'd be automatically checked in early, as promised with EarlyBird. However, that never happened. At check-in, I discovered I had a terrible boarding position. When I called Southwest, I was placed on hold for 15 minutes while they ""investigated,"" only to be told that Navan never sent the payment. While that may be true, Southwest continued to display EarlyBird as active in their app and on their website the entire time — completely misleading and causing me to rely on incorrect information. Not only did no one take responsibility, but they also failed to explain why their system falsely showed the EarlyBird add-on as confirmed. If payment was never received, it should not have been shown as added. This misinformation directly led to me missing the opportunity to check in early manually. Southwest's response? ""There’s nothing we can do."" No apology. No compensation. Just blame-shifting and indifference. Very disappointed with how this was handled — both in terms of technology and customer service."
"Not Verified |  I had 4 flights for my family to get home extremely late. I saw that they had a different one that worked to get us home earlier so I changed to that one for $575. After getting to the airport, our new flight was delayed and now we will miss our connecting flight home. They now have us on the original flight home because it's the only one and they won't refund me my 575 dollars that I paid when I changed my flight. The lady at the kiosk was extremely rude. She had no empathy and refused to take care of me after I called her on her rudeness.  Delays happen, I get it but putting me back on my original flight home and keeping my 575 is a scam."
"✅ Trip Verified |   Both outbound/inbound legs were on B737-800 aircraft. On outbound leg, the flight attendant was very helpful with putting bags in the overhead bin. This is a rarity nowadays. Flight was delayed by 2h 16m due to weather. Pilot advised of ground stop after we pulled from the gate. On inbound leg, flight was delayed again to due to a mechanical issue. Southwest's ground crew worked with the flight crew to rebook those passengers who were going to miss their connecting flights in DAL. As always, the flight crews on both outbound/inbound legs were very friendly providing their usual no frills service. Restrooms were very clean and the onboard ICE was easy to connect to and fast."
"Not Verified |   Flew Southwest airlines from Las Vegas to Kansas City on Thursday March 20th, with about a 9:00am departure time, completely negating the fact that southwest is completely stripping their identity away this flight was easily the worst Southwest flight I had ever flown on. Ground staff at Harry Reid airport were nice enough but appeared stressed and overworked. The behavior of the cabin crew on this flight was atrocious, incredibly rude, and seemed to very begrudgingly be doing their job. Service was over and done with within the first thirty minutes of the flight and no further action from the cabin crew took place. Upon landing as I was disembarking, I gave my usual ""bye, thank you"" and was met with a scowl. I was formerly a big supporter of Southwest but now they have become a shell of what they once were."
"✅ Trip Verified |   On time departure and arrival for all 4 flights. Flights were relatively smooth. Aircraft clean with friendly flight crew providing the usual no frills service. IFE worked flawlessly with a good selection of movies. DAL-HOU, CUN-BNA and BNA-DAL were on B737-700 aircraft. This type of aircraft has no power ports to charge personal devices. Further there are no trays in the armrest in row 1. HOU-CUN was B737-MAX8. This is a gorgeous aircraft with large overhead bins and mood lighting."
"Not Verified |  The flight, plane, boarding was OK. The flight departed Denver at 5:45Pm. After we took off, the flight attendants came and handed out the usual crackers. I asked the attendant for water or drinks. She never came back, and I noticed NO drinks were handed out. This was a 2 hr 24 minute fight. To me, that was, a horrible, and preventable experience. Hydration is one of basic comfort and health. I felt unusually dry. I saw no reason for this. The flight wasn't full."
"Not Verified | I flew round-trip to visit family for Christmas week. On the outbound leg, all the flight attendants were decked out in their fanciest, tackiest holiday finery. We even had the Grinch try to run down the jetway at LaGuardia! Plentiful snacks, and the WiFi worked well enough for the in-flight entertainment (bring your own device for that). I was also able to use the WiFi to track my luggage through the Southwest website. The best part is, unlike other airlines, one can check up to two bags for free (very important when you're bringing NYC goodies to Brooklyn expats). Flights took off on time and arrived on time (the outbound to SMF arrived early, in fact, so early we had to wait for a gate). Ten out of ten, would recommend."
"Not Verified |  I get it. Weather is beyond technology control. However, SWA was just horrible today. Delay started before we even arrived at the airport. We sat at the gate through at least 4 delays. Not once did SWA made an announcement. Even when we finally started boarding there was no advance notice. When I inquired at the counter the staff said they don’t know and staff at the gate would make an announcement. Gotta love how they deflect and play the “not me” card. Poor communications and poor customer service. SWA, you can do better."
"✅ Trip Verified |   Never Again. It's ""open seating"" you can squeeze in somewhere in the middle if you have kids 10 and under. Never heard of this. Far less amenities than any other flight (American, Alaska, United, etc.) No chargers, no food, and the ""open seating concept"" when families are involved is insane to me. I will never again fly Southwest. I've been hearing their end is near and I can see why."
"✅ Trip Verified | They separate you from your companion and also from your luggage, even though customer service indicates that they are supposed to seat you together. Boarding seems like a ranch where the cattle have been released. Also, cabin toilet was very dirty. Do not engage. You will be sorry."
"Not Verified | I have a Southwest Rapid Rewards credit card. We also have vouchers because of canceled flights during which they provided no hotels for my stranded wife. Regardless, as I wish to upgrade my seating Southwest refuses to take their own points, can't confirm existence of vouchers, and won't apply vouchers to flight upgrades anyway. I quit using my Southwest card 18 months ago because of how unaccommodating Southwest is. But I have all these remaining points, and I can't give them away. Southwest runs a good flight, but their customer service outside of their flights is not good."
"✅ Trip Verified |   Uneventful flight with on time departure and arrival. Usual Southwest no-frill service. Clean aircraft and friendly flight crew. In Flight Entertainment was easy to log on and watch live TV (NFL football). Unusual for this particular aircraft, the overhead cabins were not as large as other 737-800 aircraft,"
"✅ Trip Verified |   Same plane on both DAL-DCA and DCA-PVD. Aircraft was very clean with the pleasant flight crew providing the usual no frills service. IFE worked flawlessly. There was a good selection of movies and live TV; however, there are no power ports to charge personal devices at the seats (iPhones or iPads). An added bonus on the connecting flight to PVD - I got a whole row to myself which is a rarity nowadays."
✅ Trip Verified |   Great airline! Very friendly staff. Flown with this airline around 28 times and never had a bad experience only 5 of my flights have Been delayed and none cancelled.
"Not Verified |  On 9/30/24 I was buying a ticket for my mom to come with me on a trip. After I purchased the ticket, I realized I had inadvertently gotten a duplicate ticket for myself. My mistake, I really don't know how I missed putting in her details. I cancelled that ticket and was immediately going to buy her ticket, so I just did a flight credit. I put in her information and everything was going well until I tried to pay. I could not use the flight credit to pay for her ticket because the flight credit was in my name! I saw that the credit was transferable, so we made her an account, transferred the credit and bought her ticket. On Oct 2nd we cancelled the ticket. As it was past the 24 hours for free cancelation and a refund she got a flight credit to transfer back to me since I paid for the ticket. She was unable to do this because you can only transfer one time. As a new user with Southwest I was unaware that when you get a flight credit you can only use it for a flight in your name. I thought that I would have a credit to use however I needed as it is my money. Then when we cancelled the flight and she was issued a credit I fully expected that I could have it transferred back to me. I'm sure that there are others who hadn't read the one time rule either. So, I find that Southwest doesn't care if they cheat you out of your own money! First by issuing you flight credit that you can't use as you wish. It's my money, I should be able to purchase a ticket for anyone I want. Second by only allowing a one time credit transfer. I realize that it was my mistake in the first place not putting the ticket in her name, but it was a mistake. Southwest had the opportunity to rectify this when I called and when I filed a complaint. I didn't ask for a refund, I simply wanted the flight credit back in my name. So for an honest mistake, I have lost over $711. Had I purchased the first ticket in her name, when she cancelled and got a flight credit, she would've been able to transfer it to me no issues, as that would've been the one and only transfer. For those who would say have my mom give me $711 and she has a flight credit to use. She cannot afford that, which is why I was buying her ticket in the first place. It would hurt Southwest in no way, shape or form to simply return the flight credit back to me. They still get the $711 revenue. The paper trail is there. They can clearly see the mistake of the duplicate ticket and they obviously know how their 'rules' twist this mistake all around to cheat me out of $711. I will never fly Southwest again. Buyer beware!"
"✅ Trip Verified |   This airline made it impossible to sit with your spouse. Sharing the food we brought was also not possible. Bad open seating policy. When you board the plane, you get whatever seat is left over."
"✅ Trip Verified | I fly several times a year. When we got on this plane, there were things wrong with it like the pic I posted. The flight crew was absolutely horrible. However this plane took off late. We had a 45 min layover in Baltimore to get to Dallas. The crew were absolutely no help. We had to get through two other terminals and when we landed our plane should've been taking off. Of course people all get up and we can't get out of our seats to get off of the plane. Finally one of the crew said we have passengers that need to get out first because their plane is leaving. But nothing was done and people proceeded to get their HUGE bags from the cargo bins. When we finally got off, we ran through two terminals and our plane was loading. Luckily they were late too but I asked the girl at the entry gate if she could notify the plane in the other terminal and she didnt even respond. I will never fly this airline again."
"Not Verified | My flight number was #4609. The crew was absolutely wonderful, there was also a pilot on board flying home for time off. They could not have more accommodating. Southwest Airlines seems to hire the best of the best."
"Not Verified | My parents were flying home and my father called Southwest to check in. He was told that they were going to be bumped from the flight and could either fly on another day without paying or they could “upgrade” their fare for over $400 to remain on the flight, causing them to have to put out money they don’t necessarily have. They are retired and on a fixed income and they had to get home due to pet sitting obligations. When I talked to the Southwest representative, the only thing they would do for my parents is upgrade their boarding numbers. Once they got to the airport this “overbooked” flight was allowing standby passengers on the plane and there were several open seats. Not sure if this has ever happened to anyone else with Southwest but it sounds strange to me."
Not Verified | I noticed that Southwest Airlines does not honor Military Disabled Veterans. I requested if I can board with Pre-Boarding so I can sit at least in the forward seats. One of my disability is sitting in the back. I was denied.
"Not Verified | Upon receiving notice that our home in Florida is without power, water and sewage we had to delay our departure by one week. When I called I was told it would be an additional charge of $266.00. I could understand the charge if I were merely changing the reservation for convenience. But these are conditions are beyond my control. I don’t imagine we are the only customers suffering. We usually only fly Southwest to Florida and back to Cleveland in the spring."
"✅ Trip Verified |   Southwest had to delay by over an hour because they didn’t assign a pilot to these constant delays. Didn’t use to be a thing but in recent days they are so incompetent they can’t even properly assign pilots to flights they have planned months in advance. Incompetent people are plaguing Southwest now, customer service is absolutely rancid, they. And even get planes out on time anymore. I have a very important business trip to be on time for and I’m losing sleep over this. Ticket price is the most expensive it’s ever been and service is lower than ever. The airplanes are aging, the service sucks, constant delays. Just atrocious"
"Not Verified | We left our house at 6 am, boarded the first flight at 9. Our second flight was cancelled ""due to weather "" which was a lie. The canceled flight had us wait about 4 hours for the next one. We were supposed to arrive at 7, we arrived at 10. Baggage took about another 20 minutes. Flying used to be fun and exciting, now you feel like everyone is annoyed at you and all agents and gate attendants are mad. No one cares that your plans got screwed up or if your inconveniencing people when your new pick up time is hours after you initially told them. Big airline companies are just booking too many people, to many flights and then lying when they mess up. It's really disappointing. Don't even get me started on what a terrible traffic managing system they have for picking up people at the Boston Airport. An old drill sergeant screaming at the top of his lungs, getting mad at everyone. Just sad. Do better southwest, do better Boston Airport"
Not Verified | The flight attendant on flight 3641 was amazing. Especially the one manning the back of the cabin. She assisted a young mother with three children the mother seemed overwhelmed and this flight attendant was able calm down the mother and settle the children in and create a pleasant flight bravo.
"✅ Trip Verified |   Delayed flight for no reason, no explanation, ac extremely cold, 2 babies crying non stop for 2 hours. Because of the delay I couldn’t get my car rental, traveling with my 4 kids , stranded at the airport until 7 am when they open again. Last time I do Southwest, never again."
"✅ Trip Verified |   Southwest Airlines are awful and I never want to book with them again. I booked tickets 3 months ago, missed my flight and they cancelled my flight back with no refund. My flight hasn't even happened yet. I told them I want to book the flight out again and they want me to pay for my flight I've already bought and then maybe I could get a refund. They said no promises. The flight hasn't even happened yet."
"Not Verified | I lately tried to contact Southwest Airlines using their customer support variety however encountered lengthy wait instances that proved quite irritating. After numerous attempts with out a resolution, I decided to reach out to a different Southwest Airlines contact range at 1-855-550-0687. To my remedy, I became linked immediately to a customer support representative with none wait time. This enjoy highlighted a tremendous inconsistency in their customer service accessibility. While I appreciate Southwest Airlines for his or her finances-pleasant alternatives, the long wait instances on their number one customer support line may be a main inconvenience for passengers seeking help. I inspire Southwest Airlines to streamline their customer service methods to make sure that every one clients acquire well timed and powerful help. Overall, my enjoy was improved by way of the spark off help from the change contact, and I hope destiny interactions are further green."
